"";"Empleo";"Sueldo";"Empresa";"Ciudad";"Vacantes";"Fecha";"Experiencia";"Contrato";"Area";"Sub-area";"Nivel";"Sector";"Nivel educativo";"Requisitos";"Descripcion";"Serial";"Link"
"90";"Administrador cartagena";"$3 a $3,5 millones";"Administrador cartagena";"Cartagena";"1";" 2 Abr 2020";"3 años de experiencia";"Contrato Indefinido";"Salud";"Administración de empresas";"Profesional";"Salud";"Especialización";"";"Multinacional especializada en dialisis requiere ADMINISTRADOR para administrar unidad renal en la ciudad de Cartagena , debe tener experiencia de 3 años en sala de hemodialisis y conocimientos de diálisis peritoneal, competencias como lider, excelente trabajo en equipo. contrato a termino indefinido directo por la empresa.";"1884495181";"https://www.elempleo.com/co/ofertas-trabajo/administrador-cartagena/1884495181"
"91";"Ténico mecánico/electricista en equipos de patio y arrastre nivel 1";"Salario a convenir";"Ténico mecánico/electricista en equipos de patio y arrastre nivel 1";"Cartagena";"1";" 1 Abr 2020";"2 años de experiencia";"Contrato Indefinido";"Mantenimiento";"Tecnología en electrónica";"Auxiliar, asistencial y otros";"Transporte";"Tecnológica";"";"Se requiere técnico o tecnólogo mecánico, electricista, electrónico, electromecánico o en mantenimiento de motores diesel, con mínimo dos años de experiencia en mantenimiento preventivo y correctivo con conocimientos en Lubricación, mantenimiento básico de motores y sistemas eléctricos e interpretación de planos electrohidráulicos. Indispensable tener licencias de conducción.";"1884376088";"https://www.elempleo.com/co/ofertas-trabajo/tenico-mecanicoelectricista-en-equipos-de-patio-y-arrastre-nivel-/1884376088"
"92";"Médico - epmsc cartagena";"$2 a $2,5 millones";"Médico - epmsc cartagena";"Cartagena";"1";" 1 Abr 2020";"1 año de experiencia";"Contrato Prestacion de Servicios";"Salud";"Medicina";"Profesional";"NULL";"Universitaria";"";"Importante Consorcio requiere Médico para prestar sus servicios 192 horas mensuales al interior del Establecimiento Carcelario EPMSC CARTAGENA Honorarios: $ $ 4.883.441 Tenga en cuenta que para aplicar a la vacante deberá contar con los siguientes documentos: Hoja de vida actualizada, Fotocopia de la cédula, Fotocopia del Diploma o Acta de Grado Bachiller, Fotocopia del Diploma de Estudios Profesionales, Soporte de inscripción a RETHUS, Tarjeta profesional y/o equivalente, Fotocopia del Rut, Certificado de afiliación EPS, Certificado de afiliación Fondo de pensiones, Certificado de antecedentes Judiciales, Disciplinarios y Fiscales, Carnet de Vacunas, Concepto médico ocupacional actualizado, Titulación de Anticuerpos para Hepatitis B.";"1884494763";"https://www.elempleo.com/co/ofertas-trabajo/medico-epmsc-cartagena/1884494763"
"93";"Desarrollador de software java";"$3,5 a $4 millones";"Desarrollador de software java";"Toda Colombia";"1";" 1 Abr 2020";"3 años de experiencia";"Contrato Indefinido";"Proyectos (análisis, desarrollo,...";"Ingeniería de sistemas Computación";"Profesional";"Tecnología";"Universitaria";"";"ITAC S.A., Requiere Desarrollador Java Estudiante de ultimo semestre o profesional en Ingeniería de sistemas y /o afines, experiencia mínima de 3 años en Desarrollo de software. INDISPENSABLE experiencia utilizando lenguaje Java con springboot (Thread, conocimientos del estándar Java EE,) experiencia en angular y contenedores como docker. Conocimiento básico en redes (Protocolo HTTP , HTTPS,TCP/IP) , Conocimiento del funcionamiento de los diferentes servidores de aplicaciones (Glassfish, WebLogic,Jboss). Contrato a término indefinido, crecimiento profesional , estabilidad laboral y buen clima laboral.
Posibilidad de trabajo remoto en toda Colombia (TeleTrabajo)";"1884494598";"https://www.elempleo.com/co/ofertas-trabajo/desarrollador-de-software-java/1884494598"
"94";"Médico - epmsc cartagena";"$2 a $2,5 millones";"Médico - epmsc cartagena";"Cartagena";"1";" 1 Abr 2020";"1 año de experiencia";"Contrato Prestacion de Servicios";"Salud";"Medicina";"Profesional";"NULL";"Universitaria";"";"Importante Consorcio requiere Médico para prestar sus servicios 192 horas mensuales al interior del Establecimiento Carcelario EPMSC CARTAGENA Honorarios: $ $ 4.883.441 Tenga en cuenta que para aplicar a la vacante deberá contar con los siguientes documentos: Hoja de vida actualizada, Fotocopia de la cédula, Fotocopia del Diploma o Acta de Grado Bachiller, Fotocopia del Diploma de Estudios Profesionales, Soporte de inscripción a RETHUS, Tarjeta profesional y/o equivalente, Fotocopia del Rut, Certificado de afiliación EPS, Certificado de afiliación Fondo de pensiones, Certificado de antecedentes Judiciales, Disciplinarios y Fiscales, Carnet de Vacunas, Concepto médico ocupacional actualizado, Titulación de Anticuerpos para Hepatitis B.";"1884494763";"https://www.elempleo.com/co/ofertas-trabajo/medico-epmsc-cartagena/1884494763"
"95";"Ténico mecánico/electricista en equipos de patio y arrastre nivel 1";"Salario a convenir";"Ténico mecánico/electricista en equipos de patio y arrastre nivel 1";"Cartagena";"1";" 1 Abr 2020";"2 años de experiencia";"Contrato Indefinido";"Mantenimiento";"Tecnología en electrónica";"Auxiliar, asistencial y otros";"Transporte";"Tecnológica";"";"Se requiere técnico o tecnólogo mecánico, electricista, electrónico, electromecánico o en mantenimiento de motores diesel, con mínimo dos años de experiencia en mantenimiento preventivo y correctivo con conocimientos en Lubricación, mantenimiento básico de motores y sistemas eléctricos e interpretación de planos electrohidráulicos. Indispensable tener licencias de conducción.";"1884376088";"https://www.elempleo.com/co/ofertas-trabajo/tenico-mecanicoelectricista-en-equipos-de-patio-y-arrastre-nivel-/1884376088"
"96";"Médico - epmsc cartagena";"$2 a $2,5 millones";"Médico - epmsc cartagena";"Cartagena";"1";" 1 Abr 2020";"1 año de experiencia";"Contrato Prestacion de Servicios";"Salud";"Medicina";"Profesional";"NULL";"Universitaria";"";"Importante Consorcio requiere Médico para prestar sus servicios 192 horas mensuales al interior del Establecimiento Carcelario EPMSC CARTAGENA Honorarios: $ $ 4.883.441 Tenga en cuenta que para aplicar a la vacante deberá contar con los siguientes documentos: Hoja de vida actualizada, Fotocopia de la cédula, Fotocopia del Diploma o Acta de Grado Bachiller, Fotocopia del Diploma de Estudios Profesionales, Soporte de inscripción a RETHUS, Tarjeta profesional y/o equivalente, Fotocopia del Rut, Certificado de afiliación EPS, Certificado de afiliación Fondo de pensiones, Certificado de antecedentes Judiciales, Disciplinarios y Fiscales, Carnet de Vacunas, Concepto médico ocupacional actualizado, Titulación de Anticuerpos para Hepatitis B.";"1884494763";"https://www.elempleo.com/co/ofertas-trabajo/medico-epmsc-cartagena/1884494763"
"97";"Asesor comercial constructora";"$2,5 a $3 millones";"Asesor comercial constructora";"Cartagena";"1";" 31 Mar 2020";"2 años de experiencia";"Contrato Por obra o labor";"Construcción y Obra";"Ingeniería civil";"Profesional";"NULL";"Universitaria";"";"Importante empresa del sector construccion requiere Profesional en Ingeneria Industrial o Civil, Administracion de empresas o Mercados. Experiencia de dos años en el sector o ventas de productos intangibles. Persona con habilidad comercial y alto nivel de compromiso. Salario Mínimo + comisiones sin techo. Horario Domingo a Domingo.";"1884494252";"https://www.elempleo.com/co/ofertas-trabajo/asesor-comercial-constructora/1884494252"
"98";"Conductor vendedor";"Salario a convenir";"Conductor vendedor";"Cartagena";"1";" 31 Mar 2020";"Menos de un año de experiencia";"1884494313";"Ventas";"Bachillerato Académico";"Auxiliar, asistencial y otros";"Consultorías / Asesorías";"Media (10° - 13°)";"";"Importante empresa de la ciudad está en busca de talentos para su equipo de trabajo como Vendedor Conductor

Funciones: Garantizar el volumen de ventas, distribución y disponibilidad del portafolio de productos del cliente y
aliados comerciales a través de la cobertura eficiente del territorio asignado.

Habilidades y conocimientos:
• Comunicación
• Alto nivel comercial
• Cierre de ventas

Requiere:
• Licencia C1 o C2
• Más de 9 meses de experiencia en empresas de consumo masivo
• Disponibilidad para laborar


Nivel educativo: Bachillerato";"NULL";"https://www.elempleo.com/co/ofertas-trabajo/conductor-vendedor/1884494313"
"99";"Supervisor de descargadero";"$5,5 a $6 millones";"Supervisor de descargadero";"Toda Colombia";"1";" 31 Mar 2020";"4 años de experiencia";"1884493966";"Mantenimiento";"Ingeniería de petróleos";"Profesional";"NULL";"Técnico Laboral";"";"Profesional en inqenieria mecánica, civil, eléctrica, electrónica, mecatrónica, electromecánica, industrial, sistemas. Técnico o tecnólogo mecánico, eléctrico, electrónico, electromecánico, sistemas, o carreras a fines
Experiencia específica: Titulo Universitario: 4 Años. Tecnologo: 8 Años . Técnico: 10 Años.
Sin titulo: 12 Años
Experiencia en equipo de bombeo
Competencias demostradas en la operación de equipos de generación eléctrica
Conocimiento de sistema de medición hidrocarburos";"NULL";"https://www.elempleo.com/co/ofertas-trabajo/supervisor-de-descargadero/1884493966"
"100";"NULL";"NULL";"NULL";"NULL";"1";" 31 Mar 2020";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"";"NULL";"NULL";"https://www.elempleo.com/co/ofertas-trabajo/supervisor-de-entrega-y-recibo-de-equipos/1884427208"
"101";"Residente postventas- cartagena";"Salario a convenir";"Residente postventas- cartagena";"Cartagena";"1";" 26 Mar 2020";"1 año de experiencia";"1884492120";"Construcción y Obra";"Arquitectura";"Profesional";"Consultorías / Asesorías";"Universitaria";"";"Objetivo General: Garantizar el cumplimiento de entregas a propietarios en la fecha establecida, con las
características de calidad y especificaciones ofrecidas en el proceso de venta.
Acompañar al propietario durante el tiempo de garantía y en consolidación con la
comunidad.
Experiencia Minimo 1 años
Educación: Profesional en Ingeniería civil, Arquitectura, Construcción y Gestión de la Arquitectura o carreras afines.";"NULL";"https://www.elempleo.com/co/ofertas-trabajo/residente-postventas-cartagena/1884492120"
"102";"Interventor civil";"$4 a $4,5 millones";"Interventor civil";"Toda Colombia";"1";" 3 Abr 2020";"5 años de experiencia";"Contrato Por obra o labor";"Proyectos (análisis, desarrollo,...";"Ingeniería civil";"Profesional Senior";"Consultorías / Asesorías";"Universitaria";"";"""Profesionales de ingeniería civil con experiencia general no menor de ocho
(8) años y experiencia específica de cinco (5) años mínimo como inspector de obra o interventoría de construcción de infraestructura de acueducto o alcantarillado.""
""Dentro de la experiencia específica debe demostrar haber participado como Inspector de obra o interventoría en por lo menos un (1) proyecto que incluya la construcción de tuberías con diámetros iguales o superiores a 36” en una longitud no menor a 5 kilómetros o un (1) proyecto que incluya el suministro e instalación de equipos mecánicos, eléctricos, de instrumentación y control para estaciones de bombeo de agua potable o centrales hidroeléctricas con una capacidad total superior de 6 MW o Un
(1) proyecto que incluya la construcción de estructuras hidráulicas con un
volumen de concreto mayor a 1800 m3.""";"1884495794";"https://www.elempleo.com/co/ofertas-trabajo/interventor-civil/1884495794"
"103";"Analista de crédito en sibundoy";"Menos de $1 millón";"Analista de crédito en sibundoy";"Toda Colombia";"1";" 3 Abr 2020";"Menos de un año de experiencia";"Contrato Indefinido";"Administrativa y Financiera";"Comercio internacional";"Profesional Junior";"NULL";"Técnico Laboral";"";"En el Banco W buscamos hombres y mujeres con pasión, calidad humana, amor por el servicio; personas que nos ayuden a convertir en realidad los sueños de los colombianos, por que cambiar vidas es nuestra misión únete a este reto como Analista de Crédito. Ofreciendo créditos a las diferentes personas micro empresarias. Para participar es importante que seas técnico, tecnólogo, debes tener experiencia mínima de 6 meses en ventas de productos y servicios bancarios, con facilidad para cerrar negocios, conseguir clientes y recuperar cartera. Labor totalmente externa, es importante tener medio de transporte; los primeros 4 meses, el contrato será a través de una empresa temporal con sus prestaciones sociales, salario mínimo +comisiones +rodamiento, al quinto mes si tienes buenos resultados, esperamos vincularlos al banco con salario base de 1.484.200+comisiones+rodamiento+prima extra legal al año. Horario de lunes a viernes de 7:30 am a 6:00 pm y sábados medio tiempo de 8:00 AM a 12:00 PM.";"1884495917";"https://www.elempleo.com/co/ofertas-trabajo/analista-de-credito-en-sibundoy/1884495917"
